Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,High Score,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
1380000,0.0014318079,None,0.26994035,None,None,1102.0,0.0070730336,0.07549876,0.00029175222,1.0
1390000,0.00218369,1957.0,0.2733703,5.300000071525574,5.300000071525574,1117.0,0.011262424,0.06679761,0.00029168825,1.0
1400000,0.0024663673,4135.8,0.25997546,10.78000013232231,10.78000013232231,1130.0,0.016967408,0.06893083,0.00029163132,1.0
1410000,0.0014592916,9944.0,0.26238698,28.900000423192978,28.900000423192978,1147.0,0.009376066,0.070465855,0.00029157457,1.0
1420000,0.0017747607,1355.0,0.27149287,4.600000075995922,4.600000075995922,1160.0,0.009745503,0.0689574,0.00029151136,1.0
1430000,0.0016715191,1292.0,0.2749349,2.0000000447034836,2.0000000447034836,1177.0,0.009086027,0.0662989,0.0002914482,1.0
1440000,0.002513933,3069.285714285714,0.28624707,8.62857152734484,8.62857152734484,1189.0,0.014406658,0.07078575,0.00029139113,1.0
1450000,0.0015411926,4371.5,0.251864,13.650000117719173,13.650000117719173,1203.0,0.017075012,0.0663545,0.0002913343,1.0
1460000,0.00097102043,1704.0,0.2566996,3.700000025331974,3.700000025331974,1216.0,0.009170391,0.06416287,0.00029127026,1.0
1470000,0.001778258,3307.25,0.277854,6.900000091642141,6.900000091642141,1231.0,0.013937816,0.06972524,0.0002912067,1.0
1480000,0.0017429107,7101.5,0.27031136,21.900000240653753,21.900000240653753,1243.0,0.010427233,0.067666076,0.0002911495,1.0
1490000,0.002962518,1636.75,0.26942796,4.2250000443309546,4.2250000443309546,1261.0,0.017156255,0.063441195,0.0002910926,1.0
1500000,0.000910816,1190.0,0.261745,1.200000025331974,1.200000025331974,1275.0,0.0076339534,0.06729003,0.00029102902,1.0
1510000,0.0011672494,None,0.27132076,None,None,1291.0,0.009663897,0.06728552,0.0002909658,1.0
1520000,0.0018708673,3424.0,0.2921639,11.300000093877316,11.300000093877316,1310.0,0.011471555,0.0679697,0.0002909087,1.0
1530000,0.0024226732,3967.0,0.28084666,10.275000117719173,10.275000117719173,1327.0,0.013609914,0.06292249,0.00029085187,1.0
1540000,0.0017259326,6784.0,0.2913587,20.23333352059126,20.23333352059126,1341.0,0.017755868,0.07517334,0.00029078868,1.0
1550000,0.0015969762,4139.0,0.30329034,12.55000014230609,12.55000014230609,1358.0,0.009225775,0.07296257,0.00029073135,1.0
1560000,0.0014800163,2313.5,0.29367664,8.450000084936619,8.450000084936619,1373.0,0.013131988,0.070622474,0.00029067352,1.0
1570000,0.0014315268,1609.5,0.3012337,2.5000000447034836,2.5000000447034836,1389.0,0.010763061,0.07092661,0.00029060975,1.0
1580000,0.0013813187,4213.666666666667,0.29335925,10.333333494762579,10.333333494762579,1402.0,0.012777315,0.06833932,0.00029054654,1.0
1590000,0.0012157412,21031.0,0.26349345,59.000000551342964,59.000000551342964,1417.0,0.011360326,0.07061188,0.0002904889,1.0
1600000,0.0010560984,None,0.26578775,None,None,1430.0,0.0065579326,0.06698397,0.00029043175,1.0
1610000,0.0015325866,9458.0,0.27321357,29.000000230968,29.000000230968,1444.0,0.009153977,0.06804247,0.00029036816,1.0
1620000,0.0016217491,7025.0,0.26847747,19.800000198185444,19.800000198185444,1459.0,0.014616827,0.06493213,0.00029031106,1.0
1630000,0.0012608079,5874.0,0.25783974,14.700000118464231,14.700000118464231,1476.0,0.011101463,0.07184064,0.00029025308,1.0
1640000,0.0018790646,4853.75,0.28214478,14.275000162422657,14.275000162422657,1489.0,0.01693524,0.06713551,0.00029018923,1.0
1650000,0.0013968549,1171.0,0.26377317,1.7500000223517418,1.7500000223517418,1503.0,0.010564852,0.070177734,0.00029012613,1.0
1660000,0.0017790382,3058.3333333333335,0.270519,7.53333342820406,7.53333342820406,1515.0,0.014266165,0.06556195,0.00029006918,1.0
1670000,0.0019188074,2446.5,0.2577099,7.175000073388219,7.175000073388219,1535.0,0.015016057,0.06712557,0.00029001175,1.0
1680000,0.0018889168,2586.3333333333335,0.26441237,6.066666739682357,6.066666739682357,1554.0,0.011702143,0.0676183,0.00028994842,1.0
1690000,0.0011563936,635.0,0.26455614,1.8000000417232513,1.8000000417232513,1575.0,0.011628685,0.06958613,0.0002898912,1.0
1700000,0.0019558964,3326.25,0.30207208,8.750000104308128,8.750000104308128,1587.0,0.013253452,0.068931684,0.000289833,1.0
1710000,0.0020472112,1513.3333333333333,0.27171132,2.950000034024318,2.950000034024318,1603.0,0.019000925,0.06607845,0.00028977,1.0
1720000,0.0010276932,None,0.2691245,None,None,1618.0,0.008782712,0.07246116,0.00028970625,1.0
1730000,0.002318497,4541.5,0.29083714,11.050000117470821,11.050000117470821,1632.0,0.01434345,0.07470737,0.00028964953,1.0
1740000,0.001083162,368.5,0.27188814,-0.2499999962747097,-0.2499999962747097,1647.0,0.013088641,0.06410842,0.000289593,1.0
1750000,0.0015420073,7951.0,0.27571428,23.600000210106373,23.600000210106373,1661.0,0.009006582,0.063021466,0.00028952907,1.0
1760000,0.00076335634,None,0.26972055,None,None,1673.0,0.0069358936,0.06417288,0.00028946562,1.0
1770000,0.0028914623,5042.166666666667,0.26987097,14.283333477874598,14.283333477874598,1686.0,0.018615296,0.067599565,0.00028940875,1.0
1780000,0.0016836558,5400.666666666667,0.28069812,15.000000129143396,15.000000129143396,1701.0,0.014986923,0.065396085,0.00028935174,1.0
1790000,0.0015816902,3950.0,0.2773408,10.350000087171793,10.350000087171793,1715.0,0.008870652,0.07100262,0.0002892882,1.0
1800000,0.0015894047,None,0.29638425,None,None,1728.0,0.00929108,0.06804297,0.00028923005,1.0
1810000,0.0022385402,3145.6666666666665,0.28469133,8.566666764517626,8.566666764517626,1742.0,0.013310288,0.070293,0.00028917193,1.0
1820000,0.0017567269,4533.0,0.2857861,15.100000135600567,15.100000135600567,1757.0,0.010220276,0.06988526,0.00028910855,1.0
1830000,0.0028744265,4051.3333333333335,0.2785196,11.933333456516266,11.933333456516266,1773.0,0.010256835,0.06842883,0.00028905037,1.0
1840000,0.0029927194,2770.0,0.2635945,7.042857226516519,7.042857226516519,1787.0,0.014978593,0.070840254,0.00028899295,1.0
1850000,0.0014541419,None,0.2554191,None,None,1805.0,0.009787344,0.07165419,0.00028892938,1.0
1860000,0.0021141153,4280.0,0.26814672,11.100000105798244,11.100000105798244,1816.0,0.011815759,0.06686224,0.0002888659,1.0
1870000,0.0025502464,3714.0,0.2718536,9.460000106692315,9.460000106692315,1831.0,0.018383967,0.0675026,0.0002888097,1.0
1880000,0.0018145187,2595.0,0.2803599,7.800000064074993,7.800000064074993,1845.0,0.0124215735,0.0727545,0.00028875255,1.0
1890000,0.0020785532,1335.0,0.28070286,1.7000000216066837,1.7000000216066837,1865.0,0.009559782,0.07299166,0.0002886892,1.0
1900000,0.0013915912,9855.0,0.28013968,31.700000509619713,31.700000509619713,1879.0,0.008794941,0.072037235,0.00028862577,1.0
1910000,0.0017433567,2014.5,0.27834064,3.850000075995922,3.850000075995922,1898.0,0.012698321,0.07411221,0.00028856797,1.0
1920000,0.0025234043,3645.0,0.26345238,10.360000100731849,10.360000100731849,1919.0,0.014891046,0.06753942,0.00028851102,1.0
1930000,0.0014449884,1126.0,0.27859095,2.9000000432133675,2.9000000432133675,1935.0,0.009813091,0.073378086,0.00028844786,1.0
1940000,0.0025302086,7887.25,0.29178423,22.650000227615237,22.650000227615237,1947.0,0.010432241,0.06620233,0.00028839055,1.0
1950000,0.0020859847,939.5,0.27406114,0.9000000283122063,0.9000000283122063,1963.0,0.013046296,0.06662676,0.0002883335,1.0
1960000,0.0022186136,1542.0,0.27263016,3.3000000193715096,3.3000000193715096,1981.0,0.0094674155,0.07084341,0.00028826966,1.0
1970000,0.0022175107,3477.0,0.2582057,8.666666778425375,8.666666778425375,1991.0,0.01641234,0.06871346,0.0002882064,1.0
1980000,0.0025207673,1945.0,0.23880304,3.525000050663948,3.525000050663948,2005.0,0.013866829,0.06428854,0.00028814992,1.0
1990000,0.0010135705,None,0.24700591,None,None,2022.0,0.00876564,0.06886453,0.00028809303,1.0
2000000,0.0012006256,None,0.2738931,None,None,2035.0,0.0091119725,0.06739607,0.00028802967,1.0
2010000,0.0018226301,3066.6666666666665,0.29974076,6.766666762530804,6.766666762530804,2048.0,0.015946133,0.06535274,0.00028796683,1.0
2020000,0.0023377603,3094.4285714285716,0.27315497,8.714285790920258,8.714285790920258,2064.0,0.01837369,0.06855202,0.00028791046,1.0
2030000,0.0017936282,6942.0,0.25467867,18.90000019222498,18.90000019222498,2076.0,0.0074755223,0.067934975,0.00028785327,1.0
2040000,0.0023667475,540.0,0.2749469,1.9000000059604645,1.9000000059604645,2090.0,0.013469162,0.066658534,0.00028779006,1.0
2050000,0.0016734152,2535.75,0.26375946,7.37500006519258,7.37500006519258,2101.0,0.014486313,0.06614439,0.00028772684,1.0
2060000,0.0023712378,6044.5,0.24420387,17.90000018104911,17.90000018104911,2115.0,0.011798734,0.06436885,0.0002876699,1.0
2070000,0.0015170625,1425.0,0.26119834,2.9000000208616257,2.9000000208616257,2126.0,0.009300744,0.07067926,0.00028761238,1.0
2080000,0.0017797755,2323.0,0.26771435,5.700000040233135,5.700000040233135,2142.0,0.009796717,0.07299922,0.00028754896,1.0
2090000,0.0011620659,None,0.26112318,None,None,2156.0,0.007958284,0.07086794,0.00028749145,1.0
2100000,0.0021222532,6988.0,0.2665631,18.300000213086605,18.300000213086605,2171.0,0.008910856,0.0693156,0.00028743385,1.0
