Steps,Policy/Entropy,High Score,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
240000,0.010425322,303.0,10160.0,0.60582155,55.100000344216824,55.100000344216824,0.014199006,0.07245992,0.00029859034,1.0
250000,0.015640005,324.0,None,0.6025371,None,None,0.014912084,0.07190006,0.00029852692,1.0
260000,0.013510178,348.0,None,0.6119645,None,None,0.012677684,0.07115429,0.0002984697,1.0
270000,0.014490283,372.0,None,0.59070027,None,None,0.01002847,0.06711114,0.00029841246,1.0
280000,0.012446469,395.0,None,0.59523296,None,None,0.011350937,0.07012336,0.00029834878,1.0
290000,0.0103996955,418.0,None,0.59304875,None,None,0.012525486,0.06879701,0.00029829147,1.0
300000,0.016291507,442.0,9219.0,0.605497,52.50000048428774,52.50000048428774,0.014144897,0.072905324,0.00029823437,1.0
310000,0.017520858,466.0,7620.0,0.6075986,46.70000028423965,46.70000028423965,0.017188044,0.06866653,0.00029817113,1.0
320000,0.01310408,497.0,None,0.5837878,None,None,0.015827358,0.071394995,0.0002981082,1.0
330000,0.014010752,518.0,11449.0,0.55976236,69.40000031888485,69.40000031888485,0.013571244,0.06457885,0.00029805125,1.0
340000,0.009629285,539.0,None,0.56116706,None,None,0.012451731,0.065650664,0.00029799397,1.0
350000,0.012594809,562.0,None,0.5742389,None,None,0.010982661,0.06572062,0.00029793047,1.0
360000,0.013623118,590.0,None,0.5682956,None,None,0.011571949,0.06912867,0.0002978671,1.0
370000,0.010977148,610.0,None,0.5593105,None,None,0.012410543,0.063266054,0.0002978098,1.0
380000,0.013033559,633.0,None,0.5537143,None,None,0.011158356,0.06867852,0.0002977523,1.0
390000,0.015306325,654.0,None,0.58484066,None,None,0.01251782,0.06597455,0.00029768833,1.0
400000,0.012964157,678.0,None,0.59617627,None,None,0.012871528,0.07160529,0.00029763114,1.0
410000,0.011067436,699.0,None,0.6404822,None,None,0.01510072,0.06548611,0.00029757374,1.0
420000,0.010833963,730.0,None,0.6168314,None,None,0.0117358845,0.06506902,0.00029751,1.0
430000,0.013767864,752.0,None,0.61419356,None,None,0.011795164,0.06747627,0.00029744665,1.0
440000,0.014285566,769.0,None,0.6037002,None,None,0.0122512095,0.06752904,0.0002973896,1.0
450000,0.013490889,792.0,None,0.57398176,None,None,0.012607363,0.069938965,0.00029733218,1.0
460000,0.018425034,813.0,None,0.5761241,None,None,0.0148871485,0.06792844,0.0002972688,1.0
470000,0.016775252,838.0,13051.0,0.58180255,78.43333385139704,78.43333385139704,0.016814213,0.06704675,0.00029720544,1.0
480000,0.009564272,865.0,14310.0,0.57151234,80.9000004939735,80.9000004939735,0.016337575,0.06396599,0.00029714883,1.0
490000,0.008454151,886.0,None,0.58508694,None,None,0.011901813,0.06895697,0.00029709158,1.0
500000,0.005105744,914.0,26152.0,0.6109205,156.40000078827143,156.40000078827143,0.015931498,0.06529054,0.00029702813,1.0
510000,0.0086842645,941.0,None,0.6108054,None,None,0.0113024535,0.070117794,0.00029697077,1.0
520000,0.0053043384,967.0,None,0.62004787,None,None,0.012468119,0.076572776,0.00029691376,1.0
530000,0.0037826255,987.0,None,0.6022315,None,None,0.011587141,0.06440987,0.0002968498,1.0
540000,0.0027097387,1018.0,None,0.56204724,None,None,0.010481798,0.06886577,0.00029679204,1.0
550000,0.0035636607,1040.0,None,0.58773315,None,None,0.013155514,0.065462366,0.00029673404,1.0
560000,0.0043562376,1063.0,None,0.6070964,None,None,0.01320052,0.06613401,0.00029667065,1.0
570000,0.005679438,1087.0,None,0.63553685,None,None,0.012167373,0.06604934,0.00029660677,1.0
580000,0.009218787,1107.0,None,0.62678283,None,None,0.012298833,0.07122954,0.00029654955,1.0
590000,0.0057836925,1128.0,None,0.6224251,None,None,0.01304501,0.072531395,0.0002964922,1.0
600000,0.006176065,1149.0,None,0.61480135,None,None,0.011750634,0.06735277,0.00029642848,1.0
610000,0.004549164,1179.0,10956.0,0.66647744,63.300000458955765,63.300000458955765,0.016503232,0.06422088,0.0002963716,1.0
620000,0.0069393776,1204.0,None,0.6672678,None,None,0.013977548,0.06802275,0.00029631465,1.0
630000,0.008197207,1223.0,None,0.5893022,None,None,0.010804868,0.06175376,0.00029625112,1.0
640000,0.008152888,1246.0,None,0.54881847,None,None,0.009962993,0.06939974,0.00029618715,1.0
650000,0.005900823,1260.0,None,0.5059069,None,None,0.0088992,0.06728478,0.00029613014,1.0
660000,0.0118637895,1282.0,None,0.502943,None,None,0.011921011,0.06741556,0.00029607312,1.0
670000,0.007719222,1300.0,None,0.52014005,None,None,0.010020526,0.066554345,0.00029600968,1.0
680000,0.0060772775,1317.0,None,0.49768585,None,None,0.011139473,0.06591656,0.00029595234,1.0
690000,0.00738902,1336.0,None,0.50993776,None,None,0.012345465,0.07177837,0.00029589393,1.0
700000,0.010372198,1350.0,None,0.51148486,None,None,0.009943476,0.06619066,0.0002958295,1.0
710000,0.0057775346,1372.0,None,0.5573007,None,None,0.0138577195,0.061939355,0.00029577137,1.0
720000,0.002515339,1389.0,None,0.57516295,None,None,0.013466811,0.06308654,0.00029571351,1.0
730000,0.0027173464,1406.0,None,0.56903577,None,None,0.013773834,0.06347471,0.00029564888,1.0
740000,0.0016449024,1423.0,None,0.5456046,None,None,0.010485422,0.06889635,0.0002955912,1.0
750000,0.0030808302,1442.0,None,0.49587324,None,None,0.011018619,0.07053061,0.00029553327,1.0
760000,0.0054485514,1462.0,None,0.52925134,None,None,0.013500011,0.07146801,0.00029546986,1.0
770000,0.0074232696,1486.0,None,0.51909274,None,None,0.011644771,0.06709673,0.00029540595,1.0
780000,0.0077196825,1507.0,None,0.49319267,None,None,0.009680901,0.06281853,0.00029534753,1.0
790000,0.010857159,1528.0,None,0.51499957,None,None,0.010301973,0.06923765,0.00029528973,1.0
800000,0.012118521,1548.0,None,0.5317554,None,None,0.0117200175,0.06232822,0.00029523196,1.0
810000,0.0120977815,1570.0,None,0.5300616,None,None,0.012114285,0.06690498,0.00029517454,1.0
820000,0.013248407,1587.0,17921.0,0.510944,92.8000003695488,92.8000003695488,0.009687514,0.067413375,0.0002951109,1.0
830000,0.019212538,1607.0,None,0.5034625,None,None,0.011299519,0.06583252,0.000295047,1.0
840000,0.01173825,1624.0,None,0.5069259,None,None,0.013155994,0.072071694,0.00029498944,1.0
850000,0.008713886,1645.0,None,0.5314896,None,None,0.013317393,0.07106231,0.00029493216,1.0
860000,0.008373045,1666.0,None,0.51505303,None,None,0.010573452,0.071088456,0.0002948675,1.0
870000,0.0104286205,1690.0,None,0.5179481,None,None,0.012277057,0.072607204,0.0002948103,1.0
880000,0.007407627,1712.0,None,0.5029424,None,None,0.012058852,0.07043162,0.00029475274,1.0
890000,0.011871634,1733.0,None,0.49824417,None,None,0.010692237,0.067280486,0.0002946891,1.0
900000,0.0058875084,1753.0,None,0.49341938,None,None,0.012740608,0.06310918,0.0002946315,1.0
910000,0.002101285,1774.0,None,0.4958892,None,None,0.009776212,0.06704514,0.00029457436,1.0
920000,0.0015392776,1799.0,None,0.50620365,None,None,0.010250654,0.065121114,0.00029451057,1.0
930000,0.003679469,1820.0,None,0.52666014,None,None,0.013234231,0.071129516,0.00029444663,1.0
940000,0.009977104,1836.0,None,0.5341691,None,None,0.010524123,0.07307589,0.0002943883,1.0
950000,0.019268367,1854.0,43407.71428571428,0.48169637,239.2142870660339,239.2142870660339,0.024841603,0.066051915,0.0002943305,1.0
960000,0.011417941,1873.0,38500.0,0.4465994,212.9000010639429,212.9000010639429,0.0113606,0.07117876,0.00029426685,1.0
970000,0.006961729,1892.0,1994.0,0.46420833,8.60000005364418,8.60000005364418,0.011546483,0.06692374,0.00029421004,1.0
980000,0.0032096568,1907.0,None,0.4563491,None,None,0.012044474,0.06968239,0.00029415303,1.0
990000,0.0051224926,1930.0,None,0.47035927,None,None,0.010725306,0.07039125,0.0002940882,1.0
1000000,0.009253651,1953.0,None,0.501365,None,None,0.010426701,0.07029987,0.0002940303,1.0
1010000,0.019578053,1963.0,59197.666666666664,0.49350852,328.0666684483488,328.0666684483488,0.014814863,0.06740241,0.00029397296,1.0
1020000,0.0147064105,None,745.0,0.46254417,1.400000013411045,1.400000013411045,0.01349247,0.06913978,0.0002939095,1.0
1030000,0.010466855,None,3805.0,0.43382147,17.750000081956387,17.750000081956387,0.012411866,0.06949131,0.00029384653,1.0
1040000,0.0077365097,1965.0,None,0.47327963,None,None,0.012524622,0.06414232,0.00029378923,1.0
1050000,0.008168667,1986.0,None,0.4905079,None,None,0.011697791,0.06389126,0.0002937322,1.0
1060000,0.004744731,2004.0,None,0.50334865,None,None,0.0119278785,0.06982777,0.00029366845,1.0
1070000,0.0037190034,2026.0,None,0.5106268,None,None,0.011454782,0.073078856,0.00029361056,1.0
1080000,0.005239457,2045.0,None,0.50349414,None,None,0.010750202,0.06763224,0.00029355226,1.0
1090000,0.007298584,2067.0,None,0.51196885,None,None,0.011301326,0.069526985,0.00029348812,1.0
1100000,0.0072672004,2088.0,5874.0,0.49364695,29.90000008791685,29.90000008791685,0.011938713,0.069250874,0.00029343058,1.0
1110000,0.008283585,2114.0,7793.0,0.48878106,36.10000014305115,36.10000014305115,0.013297644,0.069341615,0.00029337284,1.0
1120000,0.010632268,2132.0,None,0.49948782,None,None,0.009992453,0.069158465,0.00029330957,1.0
1130000,0.0107448585,2153.0,None,0.52866185,None,None,0.012901696,0.06370342,0.0002932462,1.0
1140000,0.0076322816,2174.0,None,0.5031087,None,None,0.009506305,0.063637294,0.00029318908,1.0
1150000,0.0029194625,2194.0,None,0.4926642,None,None,0.011550614,0.06528988,0.00029313163,1.0
1160000,0.0025180026,2212.0,None,0.4882618,None,None,0.012773439,0.06919132,0.00029306748,1.0
1170000,0.0024668216,2232.0,17497.0,0.47170603,95.40000043809414,95.40000043809414,0.013017073,0.06615123,0.00029300962,1.0
1180000,0.0036996978,2249.0,None,0.4915888,None,None,0.011408573,0.07409491,0.0002929523,1.0
1190000,0.009843565,2265.0,None,0.49806356,None,None,0.009638877,0.06796219,0.00029288855,1.0
1200000,0.00872885,2288.0,None,0.49815047,None,None,0.011870305,0.062186953,0.00029283113,1.0
1210000,0.010504079,2309.0,None,0.47363207,None,None,0.009940782,0.06906648,0.00029277412,1.0
1220000,0.009880926,2324.0,None,0.49127746,None,None,0.010899695,0.07014017,0.00029271076,1.0
1230000,0.014970054,2340.0,None,0.4807911,None,None,0.011403566,0.06716944,0.0002926474,1.0
1240000,0.010760803,2358.0,None,0.49569634,None,None,0.010820837,0.06961684,0.0002925899,1.0
1250000,0.009489373,2380.0,None,0.48900917,None,None,0.010239006,0.07181641,0.00029253252,1.0
1260000,0.01119166,2401.0,None,0.49473593,None,None,0.012361948,0.07461075,0.00029246853,1.0
1270000,0.011466133,2426.0,None,0.5295689,None,None,0.014604423,0.06135987,0.00029241084,1.0
1280000,0.01132074,2445.0,None,0.53836364,None,None,0.011367446,0.06671738,0.00029235316,1.0
1290000,0.012387035,2463.0,None,0.5486417,None,None,0.0121745225,0.06958561,0.00029228855,1.0
1300000,0.012393073,2482.0,None,0.5296448,None,None,0.011789285,0.062898144,0.0002922304,1.0
1310000,0.010692048,2504.0,None,0.5324686,None,None,0.011302711,0.06579275,0.00029217315,1.0
1320000,0.013181645,2524.0,None,0.52524555,None,None,0.010891527,0.063487016,0.00029210935,1.0
1330000,0.009005989,2542.0,None,0.52398086,None,None,0.012533398,0.06438744,0.00029205173,1.0
1340000,0.0066803033,2562.0,None,0.5224518,None,None,0.011623928,0.06741571,0.00029199422,1.0
1350000,0.0090694865,2582.0,None,0.5382394,None,None,0.011343157,0.06855254,0.00029193025,1.0
1360000,0.009538293,2604.0,None,0.5394873,None,None,0.01079243,0.06423183,0.00029186672,1.0
1370000,0.010788473,2622.0,None,0.5343576,None,None,0.009579676,0.068239704,0.0002918097,1.0
1380000,0.010464878,2641.0,None,0.5347365,None,None,0.012939125,0.06613102,0.0002917527,1.0
1390000,0.006156865,2666.0,None,0.56187105,None,None,0.012676845,0.06467532,0.00029168915,1.0
1400000,0.0068878094,2686.0,None,0.57549775,None,None,0.015048724,0.06496669,0.00029163144,1.0
1410000,0.007570494,2708.0,None,0.56289,None,None,0.011236399,0.06623825,0.00029157373,1.0
1420000,0.0098586455,2729.0,None,0.54704267,None,None,0.011168806,0.06865976,0.00029150984,1.0
1430000,0.01412824,2748.0,22122.0,0.51135623,114.10000041872263,114.10000041872263,0.01004549,0.06708244,0.00029144628,1.0
1440000,0.013815332,2766.0,36133.0,0.4883618,185.90000063180923,185.90000063180923,0.014114342,0.06823826,0.00029138924,1.0
1450000,0.015427401,2782.0,None,0.47920853,None,None,0.010222814,0.0638475,0.00029133173,1.0
1460000,0.012558108,2800.0,42046.0,0.49177912,203.80000077933073,203.80000077933073,0.013273259,0.06550358,0.00029126805,1.0
1470000,0.013042878,2805.0,36804.333333333336,0.508279,194.26666765411696,194.26666765411696,0.017282054,0.06947074,0.00029121095,1.0
1480000,0.011874266,None,64229.0,0.49278843,340.40000150352716,340.40000150352716,0.017762432,0.06483657,0.00029115428,1.0
1490000,0.009476602,None,43248.0,0.50199807,225.10000079870224,225.10000079870224,0.014057623,0.07055757,0.0002910903,1.0
1500000,0.010004647,None,46199.0,0.49998346,228.90000081807375,228.90000081807375,0.013294158,0.062088065,0.00029102652,1.0
1510000,0.015316388,None,5968.0,0.52750385,30.400000140070915,30.400000140070915,0.015979677,0.06510136,0.00029096968,1.0
1520000,0.011554651,None,None,0.5350432,None,None,0.011846954,0.066124015,0.00029091205,1.0
1530000,0.009860831,None,None,0.53341496,None,None,0.01226755,0.06913383,0.00029084776,1.0
1540000,0.011661239,None,42062.0,0.5422551,218.6000008136034,218.6000008136034,0.01419834,0.075153366,0.00029079034,1.0
1550000,0.010986671,None,None,0.51659757,None,None,0.01084361,0.068720534,0.00029073324,1.0
1560000,0.010245595,None,None,0.48372558,None,None,0.01071333,0.072678,0.00029066848,1.0
1570000,0.009152929,None,None,0.47477263,None,None,0.01156572,0.06428733,0.0002906112,1.0
1580000,0.010192871,None,None,0.4972557,None,None,0.01113354,0.06793459,0.00029055282,1.0
1590000,0.010984859,None,8429.5,0.4939478,41.60000021383166,41.60000021383166,0.012439935,0.06412569,0.00029048903,1.0
1600000,0.010021035,None,None,0.48500824,None,None,0.012869925,0.0701301,0.00029043172,1.0
1610000,0.011775908,None,10599.0,0.46794862,51.600000225007534,51.600000225007534,0.010216426,0.06705472,0.0002903742,1.0
1620000,0.016986158,None,None,0.49629173,None,None,0.011576414,0.071912244,0.00029030966,1.0
1630000,0.014390239,None,None,0.49889803,None,None,0.011035867,0.07253704,0.00029025166,1.0
1640000,0.014217112,None,None,0.5389395,None,None,0.013135349,0.06890613,0.00029019298,1.0
1650000,0.010810715,None,None,0.53403413,None,None,0.012218073,0.07017641,0.0002901285,1.0
1660000,0.007881991,None,None,0.5277348,None,None,0.0114301015,0.06456697,0.00029006993,1.0
1670000,0.0114373285,None,None,0.51725006,None,None,0.010542846,0.06272509,0.00029001234,1.0
1680000,0.01177189,None,None,0.5027194,None,None,0.011408676,0.068065554,0.00028994787,1.0
1690000,0.009921571,None,None,0.5381949,None,None,0.013845448,0.07656469,0.00028989022,1.0
1700000,0.008703504,None,None,0.54754573,None,None,0.013190435,0.06795023,0.00028983242,1.0
1710000,0.008550908,None,None,0.5518356,None,None,0.012456565,0.06999749,0.0002897689,1.0
1720000,0.012960277,None,None,0.5245736,None,None,0.0109806415,0.069266014,0.00028971137,1.0
1730000,0.010106123,None,None,0.5200067,None,None,0.013778384,0.07283876,0.00028965363,1.0
1740000,0.011025783,None,25162.0,0.51063627,136.20000045746565,136.20000045746565,0.012970194,0.06250125,0.00028958934,1.0
1750000,0.010151832,None,None,0.5197651,None,None,0.010650797,0.066678114,0.00028952584,1.0
1760000,0.013182895,None,21232.0,0.5290822,110.70000041276217,110.70000041276217,0.014709035,0.06780142,0.0002894675,1.0
1770000,0.007601866,None,691.0,0.5197829,1.3000000342726707,1.3000000342726707,0.013676022,0.063094825,0.00028940977,1.0
1780000,0.0040049367,None,24767.0,0.52447635,131.50000043213367,131.50000043213367,0.013555487,0.06440453,0.00028934574,1.0
1790000,0.004689765,None,None,0.51847273,None,None,0.010966923,0.066042356,0.0002892885,1.0
1800000,0.004747032,None,27135.0,0.48954773,143.60000049322844,143.60000049322844,0.011618512,0.06536963,0.00028923148,1.0
1810000,0.0076161083,None,None,0.5254461,None,None,0.012662567,0.065581515,0.0002891681,1.0
1820000,0.009641644,None,None,0.52354205,None,None,0.013558935,0.070313364,0.00028911044,1.0
1830000,0.0067899004,None,None,0.50403255,None,None,0.010485681,0.069171846,0.00028905267,1.0
1840000,0.0053678597,None,None,0.5148556,None,None,0.013298462,0.07013376,0.00028898823,1.0
1850000,0.003246375,None,None,0.4906984,None,None,0.008508902,0.066138685,0.000288931,1.0
1860000,0.0033293313,None,None,0.48013732,None,None,0.009362919,0.0656619,0.00028887397,1.0
1870000,0.006210892,None,None,0.49886137,None,None,0.011368284,0.06472043,0.00028881058,1.0
1880000,0.005741644,None,None,0.5301462,None,None,0.012984373,0.07001815,0.00028874687,1.0
1890000,0.0064743464,None,None,0.51545244,None,None,0.010407524,0.0708573,0.00028868916,1.0
1900000,0.009547918,None,None,0.47338408,None,None,0.007876759,0.06455822,0.00028863206,1.0
1910000,0.007351207,None,None,0.48690954,None,None,0.012039485,0.070081696,0.00028856832,1.0
1920000,0.007009508,None,None,0.50010115,None,None,0.009311699,0.07459019,0.00028851078,1.0
1930000,0.012622349,None,None,0.5067746,None,None,0.010028288,0.06291947,0.00028845324,1.0
1940000,0.009547071,None,None,0.513756,None,None,0.012591633,0.07108963,0.0002883893,1.0
1950000,0.011579313,None,None,0.5281825,None,None,0.0120946085,0.06652095,0.00028833118,1.0
1960000,0.0068262676,None,None,0.5268184,None,None,0.010986107,0.069133714,0.00028827414,1.0
1970000,0.008319675,None,None,0.5132855,None,None,0.011553813,0.06903748,0.00028821043,1.0
1980000,0.010178592,None,None,0.5307191,None,None,0.013110513,0.06712273,0.00028814666,1.0
1990000,0.012467938,None,None,0.49070024,None,None,0.009412981,0.061093867,0.00028808936,1.0
2000000,0.008234358,None,None,0.49320173,None,None,0.0098746605,0.06809457,0.00028803162,1.0
2010000,0.00803253,None,None,0.4941032,None,None,0.011004673,0.07045268,0.0002879681,1.0
2020000,0.0072960383,None,None,0.49622825,None,None,0.01085981,0.06913211,0.0002879111,1.0
2030000,0.007766738,None,None,0.5374675,None,None,0.014658491,0.06461942,0.00028785397,1.0
2040000,0.010809145,None,None,0.52064633,None,None,0.0098810345,0.0645286,0.00028779032,1.0
2050000,0.009374812,None,None,0.543323,None,None,0.014259708,0.07266386,0.00028772696,1.0
2060000,0.0071192123,None,None,0.542117,None,None,0.014296148,0.06876457,0.00028766895,1.0
2070000,0.007746912,None,None,0.5315812,None,None,0.010994585,0.071977735,0.0002876116,1.0
2080000,0.0056361877,None,None,0.53067493,None,None,0.0116755655,0.06971593,0.0002875473,1.0
2090000,0.0045249565,None,None,0.5189378,None,None,0.010723351,0.06539893,0.00028748965,1.0
2100000,0.0050720815,None,None,0.49124038,None,None,0.010579745,0.06502365,0.00028743205,1.0
2110000,0.009827096,None,None,0.49996084,None,None,0.011401175,0.073952675,0.00028736852,1.0
2120000,0.0095183365,None,None,0.5019086,None,None,0.011123145,0.06911257,0.00028731106,1.0
2130000,0.009238716,None,None,0.49504283,None,None,0.010413419,0.07565221,0.00028725388,1.0
2140000,0.008406296,None,32885.0,0.50169843,162.20000060647726,162.20000060647726,0.013046911,0.063339874,0.00028719025,1.0
2150000,0.007782009,None,None,0.48909006,None,None,0.008994548,0.06873372,0.0002871261,1.0
2160000,0.0072662607,None,None,0.49923483,None,None,0.009079764,0.06729835,0.00028706895,1.0
2170000,0.010355635,None,None,0.506722,None,None,0.01163497,0.07188846,0.00028701162,1.0
2180000,0.013063711,None,None,0.5120251,None,None,0.01158218,0.071099155,0.00028694764,1.0
2190000,0.010077502,None,None,0.5185503,None,None,0.011320391,0.06582631,0.00028689037,1.0
2200000,0.007663726,None,None,0.53045243,None,None,0.010644508,0.07396509,0.0002868329,1.0
2210000,0.010298326,None,None,0.53090847,None,None,0.011511871,0.07375255,0.00028676863,1.0
2220000,0.007202395,None,None,0.5267476,None,None,0.01170462,0.07126869,0.00028671097,1.0
2230000,0.0060907104,None,None,0.5504311,None,None,0.01412805,0.06387366,0.00028665343,1.0
2240000,0.009343213,None,None,0.51577353,None,None,0.008471881,0.06610493,0.000286588,1.0
2250000,0.007133365,None,None,0.50020903,None,None,0.01089181,0.06593661,0.00028653065,1.0
2260000,0.009407922,None,None,0.50335085,None,None,0.009747302,0.06658833,0.00028647302,1.0
2270000,0.010820372,None,None,0.49210632,None,None,0.009866655,0.06630092,0.00028640876,1.0
2280000,0.012408005,None,None,0.49332112,None,None,0.012128508,0.06273106,0.00028635064,1.0
2290000,0.009916725,None,None,0.53085846,None,None,0.01250459,0.07262489,0.000286292,1.0
2300000,0.008502918,None,None,0.53273517,None,None,0.012642166,0.071235396,0.00028622855,1.0
2310000,0.00831473,None,None,0.5324722,None,None,0.009603318,0.07187246,0.00028617115,1.0
2320000,0.010097981,None,None,0.52229077,None,None,0.011699802,0.06949048,0.00028611367,1.0
2330000,0.013725994,None,None,0.51736015,None,None,0.012126692,0.06954901,0.00028604938,1.0
2340000,0.012936715,2813.0,None,0.4973725,None,None,0.0101710865,0.07047275,0.0002859917,1.0
2350000,0.008781223,2833.0,None,0.48928267,None,None,0.010577062,0.0683509,0.00028593343,1.0
2360000,0.004958317,2854.0,None,0.50486326,None,None,0.012206069,0.06277551,0.0002858696,1.0
2370000,0.0044561573,2880.0,None,0.5065641,None,None,0.00911435,0.06781704,0.0002858062,1.0
2380000,0.006784337,2897.0,None,0.5175301,None,None,0.013508293,0.069177724,0.00028574886,1.0
2390000,0.0085895965,2917.0,None,0.5031181,None,None,0.010413765,0.06772377,0.0002856918,1.0
2400000,0.009859257,2937.0,None,0.48408648,None,None,0.009601372,0.06374265,0.00028562816,1.0
2410000,0.0126404455,2957.0,None,0.50539297,None,None,0.010782588,0.069992535,0.00028557066,1.0
2420000,0.014125175,2974.0,None,0.5124602,None,None,0.011091178,0.06288035,0.0002855131,1.0
2430000,0.010912811,2996.0,None,0.5266837,None,None,0.011499065,0.071216844,0.0002854488,1.0
2440000,0.007966855,3016.0,None,0.52423865,None,None,0.0109474845,0.06347401,0.0002853906,1.0
2450000,0.007855749,3039.0,None,0.5179791,None,None,0.011195007,0.066279486,0.0002853327,1.0
2460000,0.0070101377,3054.0,None,0.4994999,None,None,0.009684013,0.06413885,0.00028526864,1.0
2470000,0.007455693,3076.0,None,0.51804036,None,None,0.012669239,0.06980495,0.00028521105,1.0
2480000,0.008314347,3096.0,None,0.5370127,None,None,0.0131371375,0.06872946,0.0002851535,1.0
2490000,0.009193974,3116.0,None,0.54245895,None,None,0.01230364,0.06660733,0.00028508986,1.0
2500000,0.012415018,3134.0,None,0.52681,None,None,0.009859351,0.068229586,0.00028503092,1.0
2510000,0.012002133,3153.0,None,0.51377624,None,None,0.011713937,0.06375022,0.0002849728,1.0
2520000,0.010682648,3174.0,None,0.5195118,None,None,0.013019836,0.06746985,0.0002849087,1.0
2530000,0.009400538,3197.0,None,0.5011566,None,None,0.011669253,0.07089275,0.00028485095,1.0
2540000,0.0087807095,3219.0,None,0.4955794,None,None,0.010264458,0.07245286,0.00028479318,1.0
2550000,0.0094800405,3240.0,None,0.5050851,None,None,0.0109843165,0.06749917,0.0002847288,1.0
2560000,0.0072094905,3257.0,None,0.5172634,None,None,0.011634038,0.06470257,0.00028467173,1.0
2570000,0.0071943477,3275.0,None,0.50781786,None,None,0.010913317,0.069873564,0.0002846133,1.0
2580000,0.012048755,3293.0,None,0.5067069,None,None,0.010869338,0.067798026,0.00028454958,1.0
2590000,0.010995007,3315.0,None,0.5021464,None,None,0.010937049,0.06807355,0.0002844918,1.0
2600000,0.009974092,3337.0,None,0.50340575,None,None,0.01142895,0.06610305,0.00028443447,1.0
2610000,0.010040654,3360.0,None,0.5210854,None,None,0.011415755,0.06331982,0.00028437018,1.0
2620000,0.01419563,3380.0,None,0.5258306,None,None,0.01170718,0.07050677,0.00028431288,1.0
2630000,0.01102801,3401.0,None,0.5098096,None,None,0.009743779,0.069366075,0.0002842545,1.0
2640000,0.010370113,3418.0,None,0.52059317,None,None,0.011364416,0.07286417,0.00028419076,1.0
2650000,0.009890736,3438.0,None,0.51094544,None,None,0.009086878,0.06326881,0.0002841322,1.0
